p1,r1,y1,p2,r2,y2,t_ms
-26.19,21.82,-132.67,23.73,199.81,162.64,269777
-25.15,22.05,-132.82,25.79,199.69,162.94,269793
-23.73,22.10,-132.93,27.77,199.53,163.22,269809
-22.09,22.01,-132.96,29.20,199.38,163.38,269825
-20.64,21.84,-132.84,30.18,199.32,163.36,269841
-19.53,21.59,-132.64,30.87,199.42,163.24,269857
-18.71,21.23,-132.40,31.41,199.59,163.07,269873
-18.04,21.08,-132.15,31.99,199.65,162.91,269889
-17.38,21.16,-132.00,32.89,199.66,162.88,269905
-16.35,21.12,-131.91,34.07,199.75,162.95,269921
-14.73,20.84,-131.77,35.42,199.85,162.99,269937
-12.44,20.42,-131.46,36.84,199.97,162.91,269953
-9.75,19.98,-131.03,38.48,200.19,162.76,269969
-6.89,19.49,-130.59,40.37,200.56,162.66,269985
-4.06,18.94,-130.27,41.99,200.89,162.68,270001
-1.38,18.35,-129.94,42.80,200.91,162.60,270017
0.61,18.26,-129.49,42.91,200.49,162.31,270033
1.93,18.39,-129.00,42.46,200.09,161.96,270049
2.83,18.19,-128.59,41.82,200.21,161.67,270065
3.76,17.51,-128.28,41.38,200.80,161.50,270081
5.09,16.50,-127.95,41.06,201.44,161.32,270097
6.82,15.83,-127.58,40.60,201.76,161.14,270113
8.78,15.27,-127.22,40.07,201.94,160.96,270129
11.00,14.76,-126.78,39.47,201.87,160.69,270145
13.27,14.60,-126.21,39.13,201.53,160.30,270161
15.39,14.60,-125.55,38.95,201.17,159.86,270177
17.33,14.74,-124.91,38.53,200.67,159.46,270193
18.95,15.07,-124.40,37.63,200.00,159.13,270209
20.26,15.29,-123.97,36.25,199.47,158.84,270225
21.47,15.31,-123.59,34.62,199.11,158.58,270241
22.88,15.32,-123.19,32.90,198.61,158.28,270257
24.31,15.75,-122.72,31.21,197.60,157.89,270273
25.57,16.61,-122.15,29.66,196.31,157.41,270289
26.61,17.61,-121.58,28.15,195.01,156.95,270305
27.45,18.53,-121.12,26.53,193.91,156.61,270321
28.20,19.14,-120.86,24.82,193.18,156.47,270337
28.98,19.23,-120.74,23.06,192.85,156.43,270353
29.73,19.04,-120.65,21.16,192.69,156.43,270369
30.36,18.94,-120.62,18.99,192.35,156.46,270385
30.83,19.07,-120.62,16.61,191.82,156.49,270401
31.37,19.36,-120.67,14.13,191.21,156.55,270417
32.17,19.78,-120.73,11.77,190.51,156.64,270433
33.19,20.37,-120.77,9.78,189.59,156.72,270449
34.07,20.86,-120.75,8.16,188.80,156.77,270465
34.70,21.00,-120.76,6.63,188.43,156.87,270481
35.18,20.69,-120.89,4.95,188.49,157.06,270497
35.71,19.96,-121.04,3.05,188.78,157.26,270513
36.34,19.31,-121.11,1.05,188.86,157.35,270529
37.02,19.10,-121.06,-0.91,188.53,157.33,270545
37.70,19.23,-120.94,-2.77,187.95,157.23,270561
38.37,19.65,-120.78,-4.58,187.17,157.12,270577
39.09,20.21,-120.62,-6.35,186.24,156.99,270593
39.87,20.90,-120.43,-7.94,185.23,156.85,270609
40.45,21.58,-120.22,-9.10,184.34,156.71,270625
40.64,21.91,-120.15,-10.05,183.91,156.74,270641
40.58,21.56,-120.32,-11.39,184.06,156.97,270657
40.22,20.62,-120.62,-13.24,184.63,157.27,270673
39.71,19.47,-120.88,-15.62,185.20,157.45,270689
39.15,18.69,-121.00,-18.21,185.41,157.48,270705
38.48,18.47,-121.09,-20.65,185.30,157.47,270721
37.77,18.57,-121.26,-23.02,185.05,157.57,270737
37.03,18.52,-121.57,-25.26,184.95,157.79,270753
36.30,18.39,-121.95,-27.24,184.86,158.09,270769
35.31,18.28,-122.39,-29.05,184.75,158.45,270785
34.00,17.78,-123.00,-31.08,185.02,158.94,270801
32.28,16.77,-123.66,-33.59,170.67,159.41,270817
30.16,15.41,-124.22,-36.43,156.94,159.68,270833
27.87,14.41,-124.52,-39.34,158.06,159.65,270849
25.67,14.54,-124.66,-42.15,158.26,159.48,270865
23.49,15.03,-124.80,-44.58,158.39,159.34,270881
21.55,15.34,-124.95,-46.50,158.61,159.22,270897
19.83,15.80,-125.01,-47.87,158.70,159.06,270913
18.29,16.66,-125.12,-48.72,158.64,159.02,270929
16.96,17.58,-125.47,-49.24,158.45,159.25,270945
15.85,17.95,-125.92,-49.64,158.45,159.55,270961
14.60,17.99,-126.23,-50.01,158.65,159.68,270977
13.06,17.97,-126.42,-50.38,158.97,159.67,270993
11.29,18.21,-126.59,-50.86,159.03,159.64,271009
9.42,19.01,-126.85,-51.40,158.67,159.72,271025
7.49,19.99,-127.32,-51.60,158.35,160.01,271041
5.80,20.81,-127.96,-51.27,158.27,160.52,271057
4.59,21.34,-128.68,-50.62,158.19,161.11,271073
3.78,21.86,-129.30,-49.86,157.88,161.62,271089
3.00,22.31,-129.78,-48.98,157.66,161.99,271105
2.11,22.62,-130.18,-48.05,157.65,162.29,271121
1.08,22.63,-130.57,-47.11,157.98,162.58,271137
-0.11,22.52,-130.98,-46.33,158.34,162.87,271153
-1.43,22.53,-131.43,-45.74,158.64,163.19,271169
-2.91,22.42,-132.03,-45.19,159.13,163.66,271185
-4.49,22.08,-132.71,-44.77,159.69,164.16,271201
-6.16,21.66,-133.26,-44.35,160.15,164.49,271217
-7.82,21.43,-133.53,-43.71,160.24,164.53,271233
-9.44,21.73,-133.48,-42.66,159.96,164.30,271249
-10.81,22.48,-133.25,-41.22,159.49,163.94,271265
-11.87,23.43,-133.03,-39.64,158.96,163.65,271281
-12.75,24.26,-133.02,-38.08,158.56,163.58,271297
-13.72,24.76,-133.20,-36.73,158.37,163.67,271313
-14.82,24.87,-133.52,-35.55,158.55,163.87,271329
-16.10,24.51,-133.80,-34.29,159.06,164.00,271345
-17.46,24.16,-133.91,-32.80,159.50,163.99,271361
-18.72,24.12,-133.92,-31.05,159.74,163.89,271377
-19.79,24.20,-133.90,-29.11,159.99,163.80,271393
-20.66,24.32,-133.88,-27.00,160.16,163.74,271409
-21.27,24.51,-133.89,-24.88,160.25,163.73,271425
-21.72,24.65,-133.97,-22.85,160.42,163.80,271441
-22.16,24.65,-134.18,-20.80,160.79,164.03,271457
-22.51,24.35,-134.53,-18.89,161.36,164.36,271473
-22.83,23.78,-134.86,-17.16,161.95,164.65,271489
-23.22,23.35,-135.09,-15.58,162.42,164.82,271505
-23.75,23.01,-135.33,-14.17,163.01,165.02,271521
-24.35,22.62,-135.76,-12.83,163.80,165.44,271537
-25.16,21.89,-136.42,-11.43,164.76,166.05,271553
-26.19,20.83,-137.00,-9.83,165.65,166.53,271569
-27.18,19.75,-137.24,-7.94,166.19,166.66,271585
-27.92,19.23,-137.12,-5.93,166.31,166.45,271601
-28.30,19.42,-136.73,-3.88,166.06,166.04,271617
-28.56,20.11,-136.32,-1.71,165.64,165.65,271633
-28.61,20.80,-135.99,0.56,165.32,165.38,271649
-28.34,21.16,-135.78,2.58,165.19,165.23,271665
-28.04,21.20,-135.60,4.30,165.27,165.08,271681
-27.91,21.21,-135.48,5.78,165.37,164.99,271697
-28.02,21.22,-135.46,7.06,165.50,164.97,271713
-28.34,21.17,-135.53,8.32,165.76,165.03,271729
-28.77,21.02,-135.64,9.75,166.06,165.13,271745
-29.06,20.88,-135.70,11.26,166.17,165.17,271761
-29.16,20.88,-135.66,12.68,166.17,165.12,271777
-29.21,20.99,-135.59,14.04,166.14,165.06,271793
-29.23,21.17,-135.55,15.37,166.12,165.04,271809
-29.27,21.35,-135.58,16.85,166.24,165.12,271825
-29.17,21.38,-135.69,18.59,166.57,165.31,271841
-28.76,21.26,-135.83,20.70,166.95,165.57,271857
-27.79,21.05,-135.93,22.82,167.24,165.80,271873
-26.46,20.58,-135.87,24.76,167.41,165.85,271889
-25.03,20.22,-135.54,26.46,167.39,165.60,271905
-23.67,20.49,-134.99,28.03,167.07,165.18,271921
-22.37,21.09,-134.54,29.54,166.71,164.92,271937
-21.08,21.57,-134.33,30.87,166.45,164.89,271953
-19.84,21.62,-134.27,31.97,166.52,164.96,271969
-18.76,21.31,-134.24,32.92,166.92,165.06,271985
-17.81,20.83,-134.30,33.85,167.65,165.27,272001
-16.85,19.98,-134.51,35.01,168.73,165.66,272017
-15.61,18.83,-134.77,36.19,169.87,166.10,272033
-14.18,17.70,-134.95,37.15,170.80,166.43,272049
-12.76,16.74,-135.01,37.65,171.61,166.62,272065
-11.48,15.96,-135.02,38.04,172.39,166.77,272081
-10.21,15.07,-135.06,38.67,173.27,166.97,272097
-8.57,13.84,-134.91,39.30,159.01,166.94,272113
-6.70,13.11,-134.38,39.69,144.74,166.53,272129
-5.04,12.97,-133.61,39.95,145.58,165.90,272145
-3.67,13.17,-132.83,40.00,146.17,165.27,272161
-2.58,13.51,-132.17,39.84,146.76,164.78,272177
-1.61,13.77,-131.79,39.61,147.55,164.56,272193
-0.54,13.66,-131.62,39.46,148.59,164.54,272209
0.84,13.35,-131.46,39.41,149.55,164.54,272225
2.53,13.33,-131.23,39.47,150.21,164.48,272241
4.37,13.58,-130.96,39.49,150.67,164.41,272257
6.12,13.87,-130.73,39.31,151.02,164.38,272273
7.72,14.22,-130.44,38.83,151.16,164.23,272289
9.10,14.81,-130.05,38.17,151.16,163.96,272305
10.21,15.37,-129.65,37.40,151.31,163.69,272321
11.16,15.71,-129.35,36.44,151.68,163.50,272337
11.98,15.88,-129.13,35.12,152.14,163.37,272353
12.78,15.96,-128.94,33.55,152.68,163.25,272369
13.62,15.91,-128.75,32.10,153.27,163.12,272385
14.63,15.93,-128.46,30.89,153.67,162.90,272401
15.73,16.17,-128.07,29.79,153.97,162.62,272417
16.81,16.42,-127.69,28.68,154.33,162.34,272433
17.90,16.56,-127.38,27.57,154.92,162.18,272449
19.04,16.43,-127.20,26.53,155.66,162.13,272465
20.24,16.15,-126.98,25.51,156.31,162.02,272481
21.31,16.13,-126.71,24.23,156.72,161.86,272497
22.20,16.29,-126.49,22.68,157.13,161.75,272513
23.15,16.25,-126.39,20.98,157.80,161.74,272529
24.51,15.92,-126.30,19.38,158.59,161.75,272545
25.87,15.45,-126.12,18.27,159.35,161.67,272561
27.05,15.28,-125.82,17.22,159.77,161.48,272577
27.74,15.39,-125.48,15.85,159.97,161.22,272593
27.79,15.67,-125.22,14.21,160.17,161.02,272609
27.33,15.85,-125.16,12.29,160.52,161.00,272625
26.54,15.95,-125.37,9.98,161.01,161.20,272641
25.61,15.72,-125.83,7.16,161.75,161.60,272657
24.73,15.25,-126.38,4.27,162.54,162.03,272673
23.84,14.95,-126.86,1.51,163.07,162.37,272689
22.95,14.79,-127.31,-1.17,163.62,162.71,272705
21.88,14.41,-127.79,-3.93,164.34,163.03,272721
20.55,13.94,-128.21,-6.84,165.00,163.27,272737
18.92,13.95,-128.64,-9.70,165.32,163.51,272753
17.11,14.31,-129.24,-12.32,165.51,163.93,272769
15.30,14.42,-130.05,-14.51,166.05,164.60,272785
13.86,14.25,-131.03,-16.55,166.60,165.41,272801
12.72,14.05,-131.97,-18.60,166.88,166.15,272817
11.50,13.72,-132.66,-20.45,167.21,166.62,272833
10.11,13.62,-133.12,-22.22,167.39,166.88,272849
8.61,13.84,-133.50,-23.80,167.39,167.05,272865
7.05,14.14,-133.86,-25.09,167.44,167.23,272881
5.43,14.27,-134.23,-25.92,167.66,167.44,272897
4.12,14.25,-134.63,-26.84,167.93,167.69,272913
2.92,13.85,-134.96,-27.97,168.52,167.83,272929
1.51,13.00,-135.13,-29.09,154.35,167.77,272945
-0.02,12.20,-134.94,-30.05,140.19,167.30,272961
-1.58,12.57,-134.33,-30.81,140.39,166.44,272977
-3.23,14.22,-133.69,-31.33,139.92,165.63,272993
-5.01,16.24,-133.39,-31.36,139.42,165.22,273009
-6.49,17.98,-133.54,-30.97,139.22,165.29,273025
-7.48,19.01,-134.04,-30.20,139.75,165.78,273041
-8.00,18.98,-134.78,-29.22,140.97,166.50,273057
-8.28,18.37,-135.49,-28.19,142.28,167.17,273073
-8.48,17.95,-136.00,-27.45,143.21,167.59,273089
-8.95,18.00,-136.24,-26.75,143.70,167.73,273105
-9.61,18.44,-136.34,-26.01,144.03,167.74,273121
-10.25,18.84,-136.41,-25.27,144.50,167.73,273137
-10.95,18.93,-136.48,-24.43,145.25,167.74,273153
-11.67,18.95,-136.55,-23.57,145.99,167.73,273169
-12.37,19.06,-136.61,-22.84,146.60,167.70,273185
-13.24,19.30,-136.69,-22.11,147.18,167.71,273201
-14.20,19.57,-136.89,-21.13,147.84,167.85,273217
-15.05,19.78,-137.19,-19.97,148.43,168.10,273233
-15.72,20.05,-137.46,-18.71,148.83,168.32,273249
-16.07,20.24,-137.69,-17.63,149.29,168.51,273265
-16.44,20.19,-137.89,-16.65,150.01,168.65,273281
-16.96,19.96,-138.06,-15.68,150.88,168.77,273297
-17.57,19.68,-138.21,-14.78,151.69,168.84,273313
-18.35,19.52,-138.28,-13.88,152.40,168.83,273329
-19.15,19.39,-138.35,-13.01,153.19,168.83,273345
-20.00,19.15,-138.47,-12.17,154.05,168.87,273361
-20.96,18.84,-138.57,-11.15,154.96,168.90,273377
-21.96,18.64,-138.64,-9.80,155.81,168.91,273393
-22.66,18.43,-138.65,-8.24,156.58,168.90,273409
-22.95,18.29,-138.60,-6.66,157.22,168.85,273425
-23.11,18.25,-138.54,-5.10,157.76,168.80,273441
-23.21,18.22,-138.49,-3.62,158.26,168.75,273457
-23.38,18.16,-138.45,-2.30,158.79,168.71,273473
-23.58,18.00,-138.42,-1.06,159.43,168.67,273489
-23.84,17.76,-138.39,0.25,160.08,168.63,273505
-23.88,17.62,-138.32,1.39,160.60,168.56,273521
-23.98,17.51,-138.24,2.45,161.11,168.46,273537
-24.19,17.43,-138.17,3.47,161.61,168.37,273553
-24.47,17.44,-138.11,4.50,162.04,168.31,273569
-24.67,17.31,-138.10,5.57,162.69,168.30,273585
-24.67,16.83,-138.08,6.62,163.46,168.28,273601
-24.61,16.58,-137.93,7.67,163.82,168.11,273617
-24.57,17.13,-137.67,8.93,163.72,167.89,273633
-24.20,18.12,-137.56,10.37,163.47,167.88,273649
-23.67,19.06,-137.75,12.01,163.22,168.19,273665
-22.91,19.62,-138.05,13.62,163.10,168.59,273681
-21.93,19.86,-138.34,15.16,163.20,169.00,273697
-20.89,19.82,-138.63,16.59,163.52,169.41,273713
-19.96,19.67,-138.92,18.04,163.90,169.80,273729
-19.02,19.41,-139.17,19.45,164.40,170.17,273745
-18.10,19.00,-139.38,20.81,165.05,170.51,273761
-17.50,18.63,-139.62,22.60,165.90,170.92,273777
-16.28,17.84,-139.82,24.30,166.61,171.28,273793
-14.72,17.42,-139.72,25.72,151.74,171.29,273809
-13.27,17.59,-139.28,26.74,137.02,170.96,273825
-12.21,17.80,-138.80,27.28,122.90,170.59,273841
-11.69,17.72,-138.44,27.69,124.45,170.30,273857
-11.30,17.59,-138.18,27.92,126.02,170.12,273873
-11.04,17.35,-138.09,27.67,127.70,170.10,273889
-11.13,16.77,-138.25,27.00,129.71,170.26,273905
-11.49,15.95,-138.53,26.05,131.83,170.50,273921
-11.86,15.35,-138.84,25.00,133.70,170.77,273937
-12.31,15.30,-139.16,24.48,135.13,171.07,273953
-12.59,14.92,-139.42,24.63,136.64,171.35,273969
-11.56,13.84,-139.33,24.71,138.05,171.30,273985
-10.05,14.20,-138.92,24.96,138.47,170.99,274001
-8.44,15.34,-138.34,25.58,138.55,170.55,274017
-6.71,16.60,-137.82,26.49,138.70,170.23,274033
-4.91,17.57,-137.45,27.64,139.02,170.09,274049
-2.96,18.03,-137.17,28.51,139.69,170.03,274065
-1.25,18.13,-136.92,28.80,140.49,169.94,274081
-0.00,18.30,-136.58,28.35,141.14,169.68,274097
0.39,18.37,-136.30,27.19,142.14,169.45,274113
0.12,18.26,-136.24,25.63,143.30,169.36,274129
-0.39,17.93,-136.22,24.17,144.43,169.26,274145
-0.94,17.85,-136.06,23.02,145.38,169.05,274161
-1.34,18.12,-135.94,22.06,146.16,168.93,274177
-1.61,18.44,-136.04,21.25,146.97,169.06,274193
-1.68,18.48,-136.31,20.65,148.00,169.36,274209
-1.42,18.20,-136.65,20.09,149.14,169.75,274225
-0.90,17.66,-136.94,19.52,150.36,170.07,274241
-0.20,17.06,-137.09,18.92,151.46,170.24,274257
0.54,16.69,-137.03,18.41,152.32,170.20,274273
0.98,16.55,-136.90,17.83,153.38,170.17,274289
1.19,16.22,-136.83,17.09,154.37,170.10,274305
1.54,15.88,-136.71,16.46,155.47,170.03,274321
2.08,15.44,-136.63,15.95,156.75,170.03,274337
2.79,14.73,-136.62,15.62,158.24,170.11,274353
3.73,13.71,-136.65,15.55,160.08,170.28,274369
4.85,12.42,-136.75,15.74,161.91,170.53,274385
6.21,11.43,-136.76,15.68,163.12,170.65,274401
7.54,11.23,-136.59,15.44,163.56,170.57,274417
8.73,11.73,-136.37,15.13,163.54,170.47,274433
9.80,12.25,-136.14,14.76,163.55,170.34,274449
10.76,12.55,-135.90,14.23,163.90,170.21,274465
11.59,12.34,-135.77,13.58,164.88,170.21,274481
12.39,11.63,-135.87,12.94,166.37,170.45,274497
13.17,10.63,-136.14,12.34,167.79,170.83,274513
13.97,9.96,-136.38,11.81,168.51,171.12,274529
14.80,9.90,-136.39,11.32,153.61,171.18,274545
15.67,10.38,-136.13,10.89,153.72,170.98,274561
16.42,11.28,-135.76,10.51,153.56,170.69,274577
17.19,12.16,-135.31,9.95,153.48,170.32,274593
18.01,13.06,-134.88,9.18,153.47,169.99,274609
18.60,13.89,-134.57,8.38,153.48,169.76,274625
19.24,15.14,-134.42,7.50,153.08,169.70,274641
19.50,16.17,-134.27,6.62,152.49,169.55,274657
19.84,17.61,-133.94,5.58,151.63,169.23,274673
19.94,19.37,-133.58,4.43,150.53,168.90,274689
20.09,21.37,-133.40,2.82,149.39,168.73,274705
20.52,22.91,-133.47,0.78,148.94,168.83,274721
21.29,23.27,-133.70,-1.25,149.51,169.08,274737
22.32,22.83,-134.08,-3.05,150.82,169.49,274753
23.39,21.95,-134.45,-4.46,152.25,169.93,274769
23.91,21.38,-134.84,-5.65,153.15,170.34,274785
24.17,21.40,-135.11,-6.95,153.37,170.59,274801
24.39,21.90,-135.18,-8.37,153.24,170.62,274817
24.57,22.73,-135.15,-9.81,152.90,170.57,274833
24.54,23.97,-135.10,-11.10,152.11,170.49,274849
24.03,25.42,-135.06,-12.09,151.12,170.39,274865
23.20,26.89,-134.96,-12.82,150.11,170.23,274881
22.21,28.04,-134.82,-13.47,149.61,170.04,274897
21.59,28.55,-134.68,-14.55,149.74,169.84,274913
21.29,28.30,-134.49,-15.73,150.70,169.62,274929
21.19,27.48,-134.32,-17.01,152.18,169.45,274945
21.32,26.21,-134.26,-18.31,154.06,169.39,274961
21.33,24.81,-134.22,-19.31,155.90,169.33,274977
21.24,23.32,-134.09,-20.02,157.74,169.18,274993
21.14,21.99,-133.87,-20.46,159.36,168.98,275009
20.79,21.18,-133.65,-20.93,160.23,168.72,275025
20.53,20.94,-133.24,-21.74,160.43,168.22,275041
20.28,21.15,-132.56,-22.52,160.34,167.44,275057
19.97,21.52,-131.68,-23.24,160.23,166.50,275073
19.39,22.23,-130.83,-24.05,159.85,165.61,275089
18.45,23.28,-130.19,-24.93,159.19,164.92,275105
17.19,24.62,-129.85,-25.80,158.28,164.52,275121
15.75,26.00,-129.81,-26.70,157.35,164.39,275137
14.15,27.59,-130.26,-27.59,156.44,164.83,275153
12.65,28.99,-131.46,-28.32,155.97,166.03,275169
11.69,29.23,-133.14,-29.01,156.45,167.66,275185
11.31,28.20,-134.85,-30.14,157.71,169.24,275201
11.09,26.34,-136.26,-31.71,159.43,170.47,275217
10.83,24.36,-137.27,-33.16,146.04,171.28,275233
10.15,22.80,-137.86,-33.92,147.64,171.68,275249
9.11,21.93,-138.13,-34.36,148.86,171.78,275265
7.90,21.22,-138.17,-35.05,149.95,171.64,275281
6.44,20.96,-138.07,-35.97,150.63,171.33,275297
4.75,21.08,-137.91,-36.67,151.07,170.96,275313
2.99,21.55,-137.77,-36.92,151.34,170.65,275329
1.28,22.06,-137.72,-36.85,151.58,170.47,275345
-0.27,22.35,-137.84,-36.76,152.05,170.46,275361
-1.85,22.26,-138.13,-36.61,152.81,170.62,275377
-3.43,22.10,-138.57,-36.49,153.58,170.93,275393
-4.99,22.04,-139.11,-36.37,154.18,171.31,275409
-6.43,22.02,-139.66,-36.30,154.71,171.70,275425
-7.79,21.90,-140.20,-36.09,155.34,172.07,275441
-9.14,21.41,-140.66,-35.73,156.22,172.36,275457
-10.37,20.67,-140.92,-35.42,157.18,172.44,275473
-11.49,20.44,-141.03,-35.15,157.73,172.39,275489
-12.72,20.80,-141.20,-34.61,157.99,172.43,275505
-14.07,21.22,-141.52,-33.59,158.21,172.64,275521
-15.09,21.20,-141.81,-32.53,158.59,172.81,275537
-15.91,21.28,-142.05,-31.49,158.85,172.95,275553
-16.78,21.60,-142.33,-30.30,159.02,173.14,275569
-17.79,21.81,-142.71,-28.83,159.34,173.45,275585
-18.63,21.61,-142.99,-27.27,159.70,173.63,275601
-19.29,21.56,-142.96,-25.62,159.75,173.50,275617
-19.87,22.20,-142.72,-24.06,159.32,173.19,275633
-20.66,23.26,-142.55,-22.38,158.69,172.97,275649
-21.48,24.25,-142.55,-20.93,158.04,172.91,275665
-22.27,25.36,-142.67,-19.56,157.32,172.96,275681
-22.98,26.09,-142.86,-18.19,157.07,173.09,275697
-23.81,26.51,-143.20,-16.70,157.16,173.40,275713
-24.67,26.88,-143.83,-15.02,157.49,174.04,275729
-25.52,26.76,-144.78,-13.14,158.28,175.00,275745
-26.26,25.78,-145.82,-11.23,159.38,175.98,275761
-26.83,24.40,-146.50,-9.32,160.28,176.56,275777
-27.26,23.77,-146.80,-7.73,160.81,176.77,275793
-27.72,23.35,-146.93,-6.48,161.32,176.82,275809
-28.55,23.13,-146.99,-5.18,161.63,176.79,275825
-29.54,23.16,-146.95,-3.72,161.76,176.67,275841
-30.42,23.33,-146.82,-2.04,161.84,176.48,275857
-31.05,23.66,-146.60,-0.21,161.74,176.22,275873
-31.34,24.08,-146.31,1.57,161.55,175.92,275889
-31.50,24.49,-146.04,3.30,161.43,175.65,275905
-31.77,24.78,-145.79,5.24,161.51,175.41,275921
-31.93,24.89,-145.52,7.43,161.70,175.18,275937
-31.71,24.93,-145.19,9.72,161.88,174.92,275953
-31.14,24.98,-144.85,11.87,162.02,174.67,275969
-30.47,25.07,-144.60,13.85,162.18,174.53,275985
-29.84,24.96,-144.47,15.60,162.52,174.49,276001
-29.31,24.63,-144.39,17.33,163.02,174.48,276017
-28.83,24.26,-144.28,19.13,163.52,174.45,276033
-28.18,23.96,-144.14,20.84,163.96,174.41,276049
-27.41,23.76,-144.00,22.43,164.26,174.37,276065
-26.58,23.65,-143.85,23.96,164.49,174.33,276081
-25.77,23.61,-143.71,25.52,164.67,174.31,276097
-24.81,23.55,-143.61,26.87,164.86,174.33,276113
-23.82,23.41,-143.58,27.99,165.11,174.40,276129
-23.01,23.07,-143.55,29.12,165.50,174.47,276145
-22.31,22.62,-143.44,30.38,165.91,174.45,276161
-21.39,22.24,-143.19,31.39,166.22,174.29,276177
-20.38,22.06,-142.88,32.25,166.45,174.09,276193
-19.41,21.93,-142.59,33.14,166.77,173.93,276209
-18.49,21.73,-142.39,34.30,167.20,173.88,276225
-17.41,21.34,-142.17,35.61,167.59,173.82,276241
-15.97,21.10,-141.90,36.52,167.78,173.71,276257
-14.62,21.19,-141.70,37.12,167.77,173.66,276273
-13.49,21.20,-141.65,37.57,167.93,173.77,276289
-12.44,20.80,-141.75,37.93,168.48,174.00,276305
-11.40,20.10,-141.89,38.12,169.20,174.27,276321
-10.38,19.44,-142.02,38.09,169.75,174.50,276337
-9.41,19.13,-142.08,38.03,169.99,174.66,276353
-8.39,18.78,-142.01,38.06,170.19,174.68,276369
-7.25,18.48,-141.76,38.08,170.31,174.53,276385
-5.99,18.38,-141.35,37.83,170.26,174.21,276401
-4.86,18.59,-140.84,37.42,169.98,173.80,276417
-3.93,18.93,-140.30,37.03,169.60,173.34,276433
-3.05,19.21,-139.67,36.70,169.29,172.79,276449
-2.28,19.54,-138.99,36.50,169.03,172.22,276465
-1.50,19.88,-138.44,36.25,168.94,171.82,276481
-0.69,19.97,-138.16,35.92,169.14,171.70,276497
0.19,19.77,-138.18,35.46,169.60,171.88,276513
1.16,19.21,-138.39,34.89,170.30,172.22,276529
2.19,18.51,-138.69,34.34,171.08,172.66,276545
3.21,17.79,-139.04,33.79,171.74,173.13,276561
4.25,17.18,-139.39,32.96,172.24,173.59,276577
5.34,16.69,-139.68,31.87,172.54,173.95,276593
6.34,16.42,-139.86,30.60,172.62,174.18,276609
7.24,16.27,-139.91,29.25,172.61,174.27,276625
8.09,16.16,-139.84,27.89,172.59,174.24,276641
8.87,16.11,-139.67,26.53,172.53,174.11,276657
9.35,16.21,-139.43,25.01,172.25,173.89,276673
9.57,16.54,-139.09,23.41,171.72,173.52,276689
9.61,17.24,-138.66,21.96,170.97,173.07,276705
9.66,18.32,-138.25,20.75,170.08,172.70,276721
9.83,19.44,-138.08,19.87,169.37,172.61,276737
10.19,19.99,-138.17,19.24,169.16,172.80,276753
10.75,19.92,-138.48,18.57,169.45,173.23,276769
11.33,19.38,-138.95,17.78,170.07,173.80,276785
11.91,18.56,-139.44,16.80,170.75,174.35,276801
12.44,17.75,-139.77,15.49,171.23,174.69,276817
12.76,17.24,-139.86,13.91,171.43,174.75,276833
12.77,17.12,-139.78,12.15,171.35,174.64,276849
12.62,17.27,-139.62,10.40,171.11,174.43,276865
12.47,17.62,-139.43,8.86,170.75,174.20,276881
12.51,18.02,-139.21,7.55,170.42,173.97,276897
12.67,18.42,-139.02,6.41,170.07,173.78,276913
12.80,18.77,-138.85,5.32,169.74,173.63,276929
12.78,19.12,-138.77,4.22,169.48,173.56,276945
12.71,19.41,-138.88,3.10,169.41,173.70,276961
12.80,19.36,-139.19,2.08,169.65,174.04,276977
13.10,18.90,-139.53,1.17,170.03,174.39,276993
13.47,18.41,-139.74,0.16,170.28,174.60,277009
13.67,18.32,-139.81,-0.97,170.16,174.67,277025
13.61,18.60,-139.85,-2.07,169.85,174.69,277041
13.51,18.89,-139.95,-3.08,169.66,174.79,277057
13.58,18.89,-140.11,-4.01,169.73,174.95,277073
13.71,18.69,-140.28,-4.79,169.89,175.12,277089
13.71,18.51,-140.40,-5.51,169.98,175.24,277105
13.47,18.42,-140.51,-6.34,170.02,175.34,277121
13.04,18.34,-140.70,-7.35,170.09,175.50,277137
12.50,18.18,-140.93,-8.42,170.25,175.68,277153
11.81,17.90,-141.16,-9.52,170.44,175.83,277169
11.03,17.65,-141.33,-10.86,170.58,175.90,277185
10.03,17.51,-141.51,-12.44,170.67,175.97,277201
8.91,17.43,-141.75,-14.06,170.76,176.06,277217
7.85,17.44,-142.03,-15.44,170.85,176.22,277233
7.00,17.40,-142.33,-16.40,170.93,176.41,277249
6.49,17.18,-142.54,-17.02,171.08,176.53,277265
6.08,16.91,-142.60,-17.31,171.17,176.52,277281
5.60,16.88,-142.56,-17.54,171.05,176.41,277297
4.97,16.97,-142.46,-17.88,170.87,176.24,277313
4.07,17.17,-142.40,-18.40,170.65,176.10,277329
3.03,17.43,-142.42,-18.98,170.40,176.02,277345
1.87,17.62,-142.48,-19.44,170.26,175.98,277361
0.75,17.73,-142.61,-19.89,170.23,176.02,277377
-0.37,17.80,-142.87,-20.45,170.23,176.18,277393
-1.54,17.83,-143.26,-21.11,170.21,176.45,277409
-2.79,17.81,-143.72,-21.84,170.23,176.76,277425
-4.15,17.61,-144.16,-22.55,170.32,177.01,277441
-5.60,17.31,-144.47,-23.24,170.45,177.12,277457
-7.06,17.32,-144.67,-23.94,170.25,177.12,277473
